Pais;Marca;Modelo;Precio;Kilometros;Automatico/Manual;Fabricacion;Combustible;Potencia
E;citroen;c3;12900.0;15546;Manual;abr-24;Gasolina;60 kW (82 CV)
B;volkswagen;kever;13999.0;15165;Manual;oct-73;Gasolina;32 kW (44 CV)
I;jeep;renegade;16000.0;111000;Semiautomatico;ene-17;Diesel;103 kW (140 CV)
D;porsche;997;59900.0;168000;Automatico;mar-11;Gasolina;283 kW (385 CV)
NL;mitsubishi;space star;8950.0;30648;Automatico;dic-13;Gasolina;60 kW (82 CV)
A;toyota;corolla verso;4290.0;275467;Manual;ago-06;Diesel;100 kW (136 CV)
I;citroen;berlingo;15900.0;102000;Manual;sep-20;Diesel;75 kW (102 CV)
E;tesla;model s;31000.0;114000;Automatico;ene-18;Electrico;386 kW (525 CV)
I;volvo;xc40;23500.0;118000;0 Transmision;oct-18;Diesel;2.000 kW (2.719 CV)
B;bmw;218;27900.0;56418;Automatico;ene-22;Gasolina;100 kW (136 CV)
A;mazda;mx-5;26900.0;44800;Manual;mar-19;Gasolina;135 kW (184 CV)
NL;citroen;c1;700.0;300000;Manual;ene-10;Gasolina;50 kW (68 CV)
I;abarth;595;15000.0;75000;Manual;dic-16;Gasolina;117 kW (159 CV)
I;citroen;c3;15900.0;27000;Automatico;ago-22;Gasolina;81 kW (110 CV)
NL;volvo;xc90;41945.0;113761;Automatico;mar-17;Electro/Gasolina;235 kW (320 CV)
NL;ford;kuga;18940.0;100047;Manual;mar-18;Gasolina;110 kW (150 CV)
D;nissan;micra;14499.0;6975;Automatico;ago-20;Gasolina;74 kW (101 CV)
F;volkswagen;golf;6490.0;205000;Manual;jun-10;Diesel;103 kW (140 CV)
D;opel;agila;2999.0;170000;Manual;jun-00;Gasolina;55 kW (75 CV)
E;volvo;xc60;10100.0;272000;Manual;oct-11;Diesel;120 kW (163 CV)
I;opel;corsa;10000.0;120000;Manual;oct-20;Gasolina;74 kW (101 CV)
I;abarth;595 turismo;23950.0;6618;Manual;abr-23;Gasolina;121 kW (165 CV)
D;mercedes-benz;s 680;285005.0;50;Automatico;0;Gasolina;450 kW (612 CV)
B;audi;q5;18895.0;130000;Automatico;ago-14;Diesel;130 kW (177 CV)
I;mitsubishi;eclipse cross;;1;Automatico;mar-22;Electro/Gasolina;71 kW (97 CV)
E;renault;;36000.0;115365;Manual;jul-06;Diesel;100 kW (136 CV)
D;nissan;juke;20489.0;14500;Automatico;mar-24;Gasolina;84 kW (114 CV)
D;seat;tarraco;;43590;Automatico;feb-22;Gasolina;110 kW (150 CV)
I;hyundai;tucson;26550.0;47105;Automatico;feb-23;Electro/Gasolina;132 kW (179 CV)
NL;seat;leon;12749.0;99998;Manual;ene-17;Gasolina;92 kW (125 CV)
I;land rover;range rover evoque;19500.0;102000;Automatico;may-15;Diesel;140 kW (190 CV)
I;mercedes-benz;glc 220;68900.0;8000;Automatico;abr-24;Electro/Diesel;145 kW (197 CV)
E;citroen;c3;10900.0;109899;Manual;sep-19;Diesel;73 kW (99 CV)
B;seat;mii;15000.0;47000;Automatico;sep-20;Electrico;61 kW (83 CV)
A;fiat;500;15700.0;5500;Manual;ene-24;Gasolina;51 kW (69 CV)
NL;fiat;500;;71000;Manual;jul-17;Gasolina;51 kW (69 CV)
D;volvo;v60;22490.0;85000;Automatico;dic-18;Gasolina;184 kW (250 CV)
B;ford;focus;17950.0;51934;Manual;jun-22;Gasolina;74 kW (101 CV)
I;abarth;595 competizione;;111889;Manual;dic-15;Gasolina;132 kW (179 CV)
F;ferrari;550;180000.0;49657;Manual;jul-98;Gasolina;0 kW (0 CV)
I;fiat;scudo;4800.0;64000;Manual;oct-03;Diesel;51 kW (69 CV)
F;audi;a1;18900.0;;Automatico;oct-19;Gasolina;110 kW (150 CV)
A;mercedes-benz;s 63 amg;98700.0;72000;Automatico;sep-17;Gasolina;450 kW (612 CV)
I;fiat;panda;1000.0;83000;Manual;ene-97;Gasolina;29 kW (39 CV)
A;peugeot;208;19990.0;14225;Manual;sep-22;Gasolina;74 kW (101 CV)
D;audi;a3;22450.0;99882;Automatico;ene-21;Diesel;110 kW (150 CV)
I;fiat;panda;13500.0;35;Manual;nov-23;Electro/Gasolina;51 kW (69 CV)
F;mercedes-benz;cl;19990.0;49000;Automatico;mar-13;Gasolina;115 kW (156 CV)
I;fiat;500e;21900.0;33522;Automatico;ago-23;Electrico;43 kW (58 CV)
I;ligier;js 50;17700.0;0;Automatico;0;Diesel;6 kW (8 CV)
F;mini;cooper;37950.0;25;Automatico;sep-24;Electrico;135 kW (184 CV)
I;alfa romeo;giulietta;4000.0;232000;Manual;jun-11;Diesel;103 kW (140 CV)
D;hyundai;ix35;13800.0;110000;Automatico;oct-14;Gasolina;120 kW (163 CV)
NL;smart;fortwo;;74904;Automatico;nov-07;Gasolina;52 kW (71 CV)
I;ford;fiesta;3700.0;80000;Manual;nov-84;Gasolina;32 kW (44 CV)
NL;mercedes-benz;eqe suv;91151.0;1;Automatico;dic-24;Electrico;215 kW (292 CV)
B;volkswagen;caddy;35162.0;10;Automatico;0;Gasolina;85 kW (116 CV)
F;citroen;ds3;5990.0;error;Manual;ago-10;Diesel;68 kW (92 CV)
NL;volkswagen;passat;;246000;Manual;mar-13;Diesel;100 kW (136 CV)
I;porsche;cayenne;109000.0;76200;Automatico;nov-19;Electro/Gasolina;500 kW (680 CV)
I;audi;q5;49990.0;20000;Semiautomatico;mar-23;Electro/Diesel;150 kW (204 CV)
D;skoda;yeti;16890.0;125000;Automatico;dic-16;Diesel;110 kW (150 CV)
A;seat;arona;17750.0;201;Manual;may-24;Gasolina;70 kW (95 CV)
NL;volkswagen;touran;;266302;Manual;jun-09;Gasolina;75 kW (102 CV)
I;citroen;c3;4500.0;90000;Manual;ene-11;Gasolina;44 kW (60 CV)
A;opel;mokka;19990.0;34020;Manual;sep-23;Diesel;81 kW (110 CV)
E;toyota;c-hr;18990.0;118000;Automatico;nov-18;Electro/Gasolina;90 kW (122 CV)
D;porsche;911;;119300;Manual;may-83;Gasolina;150 kW (204 CV)
I;fiat;500;18000.0;2775;0 Transmision;feb-71;Gasolina;48 kW (65 CV)
D;maserati;ghibli;34950.0;78700;Automatico;jul-17;Gasolina;302 kW (411 CV)
F;ford;f 150;177900.0;error;Automatico;jun-22;Gasolina;0 kW (0 CV)
A;kia;ev6;32900.0;71000;Automatico;dic-21;Electrico;168 kW (228 CV)
I;land rover;range rover sport;9900.0;225000;Automatico;nov-10;Diesel;180 kW (245 CV)
D;volvo;xc40;;32235;Automatico;feb-22;Electro/Gasolina;155 kW (211 CV)
B;dacia;sandero;6450.0;64955;Manual;ene-12;Gasolina;62 kW (84 CV)
F;land rover;range rover evoque;36990.0;49000;Automatico;dic-19;Diesel;132 kW (179 CV)
D;kia;ceed sw / cee'd sw;12999.0;44000;Manual;abr-18;Gasolina;88 kW (120 CV)
NL;mitsubishi;asx;6890.0;228252;Manual;may-11;Gasolina;86 kW (117 CV)
B;fiat;850;18900.0;75904;Manual;ago-70;Gasolina;27 kW (37 CV)
A;peugeot;308;5000.0;120000;Manual;feb-11;Gasolina;88 kW (120 CV)
D;fiat;tipo;24990.0;10259;Automatico;ene-24;Gasolina;96 kW (131 CV)
NL;seat;ibiza;16900.0;30092;Manual;ene-23;Gasolina;60 kW (82 CV)
D;nissan;qashqai;29480.0;10;Automatico;jul-23;Electro/Gasolina;140 kW (190 CV)
I;renault;megane;19200.0;16000;Automatico;mar-23;Diesel;85 kW (116 CV)
A;volkswagen;t4 multivan;9900.0;300000;Automatico;ago-01;Diesel;75 kW (102 CV)
F;skoda;kodiaq;41990.0;10;Automatico;ene-24;Diesel;111 kW (151 CV)
I;fiat;panda;5500.0;123000;Manual;mar-03;Gasolina;40 kW (54 CV)
B;renault;twingo;3500.0;27350;Manual;oct-09;Gasolina;43 kW (58 CV)
NL;land rover;defender;177500.0;23500;Automatico;abr-23;Gasolina;386 kW (525 CV)
D;audi;a4;1800.0;203194;Manual;sep-02;Gasolina;96 kW (131 CV)
D;peugeot;306;2450.0;124000;Automatico;feb-98;Gasolina;74 kW (101 CV)
E;bmw;x1;52800.0;5;Automatico;may-24;Diesel;110 kW (150 CV)
I;skoda;kodiaq;41900.0;1000;Automatico;nov-24;Diesel;110 kW (150 CV)
D;ferrari;roma;235900.0;3900;Automatico;ago-23;Gasolina;456 kW (620 CV)
NL;suzuki;s-cross;29945.0;5370;Automatico;ago-24;Electro/Gasolina;85 kW (116 CV)
I;suzuki;sx4 s-cross;21450.0;1;Manual;sep-21;Electro/Gasolina;95 kW (129 CV)
I;suzuki;swift;12490.0;63427;Manual;feb-19;Gasolina;66 kW (90 CV)
F;bmw;x1;19990.0;error;Manual;ago-19;Diesel;110 kW (150 CV)
I;bmw;420;43800.0;19500;Automatico;dic-23;Electro/Diesel;140 kW (190 CV)
D;smart;fortwo;10850.0;23475;Automatico;oct-21;Electrico;60 kW (82 CV)
A;ford;ranger;31400.0;29803;Manual;feb-21;Diesel;96 kW (131 CV)
D;chevrolet;aveo;3950.0;109000;Manual;nov-12;Gasolina;63 kW (86 CV)
D;citroen;c4;19480.0;16112;Manual;oct-23;Gasolina;96 kW (131 CV)
NL;daihatsu;cuore;900.0;230946;Manual;may-06;Gasolina;43 kW (58 CV)
I;fiat;panda;8900.0;135396;Manual;abr-13;Diesel;55 kW (75 CV)
B;lexus;ux 250h;27750.0;23000;Automatico;jun-21;Electro/Gasolina;135 kW (184 CV)
NL;hyundai;i10;16900.0;28897;Manual;jun-23;Gasolina;49 kW (67 CV)
A;bmw;520;46790.0;56000;Automatico;jun-23;Diesel;140 kW (190 CV)
NL;peugeot;108;8250.0;36000;Manual;feb-18;Gasolina;51 kW (69 CV)
NL;volvo;s60;599.0;360000;Manual;may-04;Gasolina;103 kW (140 CV)
NL;ford;ka/ka+;;138578;Manual;ene-16;Gasolina;51 kW (69 CV)
D;audi;a3;4799.0;211000;Manual;ago-09;Gasolina;118 kW (160 CV)
B;infiniti;qx50;15000.0;75000;Automatico;abr-14;Gasolina;163 kW (222 CV)
I;nissan;qashqai;19900.0;85065;Manual;oct-20;Diesel;85 kW (116 CV)
I;suzuki;swift;13900.0;160000;Manual;abr-18;Electro/Gasolina;66 kW (90 CV)
I;citroen;c1;4000.0;102000;Manual;ago-07;Gasolina;50 kW (68 CV)
E;lamborghini;aventador;737900.0;7899;Automatico;mar-21;Gasolina;566 kW (770 CV)
I;porsche;911;127990.0;;Automatico;jun-19;Gasolina;331 kW (450 CV)
D;ford;tourneo custom;57715.0;50;Automatico;nov-24;Diesel;125 kW (170 CV)
NL;renault;scenic;498.0;282365;Automatico;abr-02;Gasolina;102 kW (139 CV)
I;volvo;xc40;41500.0;27000;Automatico;nov-22;Electro/Gasolina;95 kW (129 CV)
E;suzuki;vitara;24245.0;0;Manual;0;Gasolina;95 kW (129 CV)
D;mini;john cooper works cabrio;9850.0;124989;Manual;ene-10;Gasolina;155 kW (211 CV)
D;smart;forfour;1200.0;196000;Manual;may-04;Gasolina;70 kW (95 CV)
I;mg;zs;14900.0;10;Manual;oct-24;Gasolina;78 kW (106 CV)
I;mercedes-benz;gla 180;36400.0;;Automatico;mar-24;Diesel;85 kW (116 CV)
L;volkswagen;golf gte;23980.0;49000;Automatico;ene-21;Electro/Gasolina;180 kW (245 CV)
I;kia;sportage;15900.0;130000;0 Transmision;jun-16;Diesel;136 kW (185 CV)
A;opel;corsa;15999.0;7612;Manual;nov-21;Gasolina;74 kW (101 CV)
I;lancia;ypsilon;8900.0;92700;Manual;nov-15;Gasolina;51 kW (69 CV)
I;chevrolet;corvette;139500.0;1;Automatico;jun-24;Gasolina;354 kW (481 CV)
D;smart;fortwo;6990.0;61100;Semiautomatico;jun-12;Gasolina;62 kW (84 CV)
E;mazda;mx-30;38928.0;0;Automatico;0;Electrico;107 kW (145 CV)
I;nissan;;7500.0;;Manual;sep-07;Diesel;134 kW (182 CV)
E;ssangyong;korando;19300.0;64000;Automatico;nov-19;Diesel;100 kW (136 CV)
D;mercedes-benz;sl 280;69900.0;39383;Automatico;abr-83;Gasolina;0 kW (0 CV)
I;jeep;renegade;13400.0;110000;Manual;jun-15;Diesel;88 kW (120 CV)
D;peugeot;508;3300.0;155000;Manual;jun-11;Gasolina;115 kW (156 CV)
B;volkswagen;polo;6300.0;118000;Manual;feb-14;Gasolina;44 kW (60 CV)
I;jeep;wagoneer;43000.0;32100;Automatico;ene-79;Gasolina;121 kW (165 CV)
I;renault;captur;23900.0;0;Manual;0;Gas licuado (GLP);74 kW (101 CV)
E;smart;;44400.0;0;Automatico;0;Electrico;200 kW (272 CV)
NL;honda;cr-v;23149.0;91561;Automatico;dic-19;Electro/Gasolina;135 kW (184 CV)
E;bmw;x1;19490.0;46567;Manual;mar-21;Diesel;85 kW (116 CV)
NL;renault;megane;18600.0;90774;Automatico;feb-22;Gasolina;103 kW (140 CV)
D;citroen;c1;1999.0;159600;Manual;oct-06;Gasolina;50 kW (68 CV)
NL;bmw;x3;68949.0;5674;Automatico;mar-24;Electro/Gasolina;215 kW (292 CV)
D;mini;cooper;31290.0;0;Automatico;0;Gasolina;115 kW (156 CV)
NL;kia;ceed sw / cee'd sw;36154.0;10;Automatico;ene-24;Gasolina;103 kW (140 CV)
NL;kia;niro;27995.0;77149;Automatico;jul-22;Electro/Gasolina;104 kW (141 CV)
I;bmw;z4;22000.0;84000;Automatico;oct-10;Gasolina;195 kW (265 CV)
A;audi;a4;16900.0;163000;Manual;abr-19;Gasolina;110 kW (150 CV)
D;mercedes-benz;c 200;38400.0;34871;Automatico;may-22;Gasolina;150 kW (204 CV)
F;mini;;8990.0;209000;Automatico;feb-12;Diesel;0 kW (0 CV)
D;mazda;5;340.0;290000;Manual;oct-07;Diesel;105 kW (143 CV)
NL;seat;arona;15895.0;97500;Manual;abr-19;Gasolina;85 kW (116 CV)
B;mercedes-benz;c 220;16200.0;204000;Automatico;jun-15;Diesel;125 kW (170 CV)
D;bmw;135;31247.0;64419;Automatico;sep-20;Gasolina;225 kW (306 CV)
NL;ford;fiesta;2700.0;236151;Manual;ene-10;Gasolina;44 kW (60 CV)
NL;audi;a4;2500.0;251960;Automatico;feb-02;Gasolina;162 kW (220 CV)
D;mitsubishi;outlander;;19448;Automatico;dic-20;Electro/Gasolina;165 kW (224 CV)
A;volkswagen;golf;8200.0;165000;Manual;dic-13;Diesel;77 kW (105 CV)
D;ford;focus;13980.0;99999;Automatico;oct-18;Gasolina;111 kW (151 CV)
I;kia;sportage;37960.0;1;Automatico;oct-24;Electro/Gasolina;118 kW (160 CV)
I;audi;s4;20000.0;125000;Manual;feb-97;Gasolina;194 kW (264 CV)
I;tesla;model 3;38000.0;26000;Automatico;jun-23;Electrico;153 kW (208 CV)
D;audi;a6;3199.0;395000;Manual;mar-06;Diesel;132 kW (179 CV)
E;lexus;rx 450h;104900.0;5;Automatico;ago-24;Electro/Gasolina;273 kW (371 CV)
D;dacia;dokker;10990.0;133793;Manual;oct-18;Gasolina;75 kW (102 CV)
I;opel;mokka;9900.0;120000;Manual;mar-17;Gas licuado (GLP);103 kW (140 CV)
D;renault;twingo;6885.0;68000;Manual;sep-15;Gasolina;52 kW (71 CV)
D;peugeot;5008;35900.0;100;Automatico;dic-23;Diesel;96 kW (131 CV)
I;nissan;qashqai;17900.0;70231;Manual;ene-21;Diesel;85 kW (116 CV)
A;ford;focus;6390.0;170000;Manual;feb-14;Diesel;70 kW (95 CV)
I;fiat;panda;13490.0;10;Manual;nov-24;Electro/Gasolina;51 kW (69 CV)
I;hyundai;i20;10950.0;;Manual;ago-18;Gasolina;55 kW (75 CV)
F;renault;megane;;41200;Manual;dic-16;Gasolina;150 kW (204 CV)
I;jeep;compass;17200.0;93000;Manual;ago-18;Diesel;88 kW (120 CV)
E;citroen;c2;5000.0;308713;Manual;abr-05;Gasolina;92 kW (125 CV)
NL;fiat;500e;24400.0;18944;Automatico;may-22;Electrico;87 kW (118 CV)
D;citroen;berlingo;25495.0;26500;Automatico;abr-23;Gasolina;96 kW (131 CV)
A;ford;kuga;24900.0;45000;Automatico;feb-20;Gasolina;129 kW (175 CV)
E;hyundai;tucson;28900.0;20455;Manual;ene-23;Diesel;85 kW (116 CV)
I;toyota;rav 4;28500.0;72000;Automatico;may-22;Electro/Gasolina;131 kW (178 CV)
I;dr automobiles;dr4.0;15050.0;46964;Manual;oct-22;Gas licuado (GLP);86 kW (117 CV)
NL;porsche;panamera;109950.0;15348;Automatico;sep-22;Electro/Gasolina;340 kW (462 CV)
I;dr automobiles;dr4.0;17900.0;6144;Manual;may-23;Gas licuado (GLP);86 kW (117 CV)
B;ford;mustang mach-e;42500.0;29500;Automatico;may-23;Electrico;216 kW (294 CV)
NL;bmw;x5;88888.0;45482;Automatico;mar-22;Electro/Gasolina;290 kW (394 CV)
D;audi;a3;23900.0;49880;Automatico;may-17;Gasolina;140 kW (190 CV)
D;jeep;renegade;22790.0;24390;Automatico;mar-21;Gasolina;110 kW (150 CV)
NL;audi;a3;10000.0;241538;Manual;dic-11;Gasolina;118 kW (160 CV)
NL;audi;a5;17500.0;136879;Automatico;jun-14;Gasolina;125 kW (170 CV)
NL;suzuki;swift;17450.0;error;Manual;dic-22;Electro/Gasolina;61 kW (83 CV)
F;dacia;spring;10890.0;7300;Automatico;may-22;Electrico;33 kW (45 CV)
B;renault;clio;14500.0;49000;Manual;nov-21;Gasolina;67 kW (91 CV)
I;aston martin;vantage;1360000.0;50;Automatico;0;Gasolina;515 kW (700 CV)
NL;renault;clio;6950.0;250360;Manual;mar-16;Diesel;66 kW (90 CV)
A;audi;q5;18000.0;137000;Manual;jun-14;Diesel;130 kW (177 CV)
D;kia;sportage;25980.0;50;Manual;sep-22;Diesel;100 kW (136 CV)
I;renault;clio;25000.0;;Manual;dic-11;Gasolina;149 kW (203 CV)
L;ford;mustang mach-e;53690.0;0;Automatico;oct-23;Electrico;216 kW (294 CV)
NL;toyota;rav 4;38900.0;87584;Automatico;mar-22;Electro/Gasolina;163 kW (222 CV)
E;jeep;cherokee;19900.0;110000;Automatico;ene-16;Gasolina;137 kW (186 CV)
D;peugeot;206;;150000;Manual;ago-03;Gasolina;80 kW (109 CV)
I;volkswagen;golf;;80000;Automatico;may-18;Gasolina;228 kW (310 CV)
B;renault;clio;9800.0;101652;Manual;mar-17;Diesel;55 kW (75 CV)
I;ford;puma;18499.0;;Automatico;jun-22;Electro/Gasolina;92 kW (125 CV)
I;alfa romeo;brera;8000.0;;Manual;ago-10;Diesel;125 kW (170 CV)
A;seat;ateca;18850.0;73500;Manual;jun-19;Gasolina;110 kW (150 CV)
NL;fiat;ducato;39870.0;3;Manual;abr-24;Diesel;103 kW (140 CV)
D;toyota;rav 4;31990.0;30850;Automatico;ago-20;Electro/Gasolina;160 kW (218 CV)
NL;opel;grandland;43495.0;6900;Automatico;ene-24;Electro/Gasolina;165 kW (224 CV)
NL;leapmotor;t03;19888.0;6;Automatico;dic-24;Electrico;0 kW (0 CV)
I;skoda;kamiq;16250.0;41000;Manual;jun-21;Gasolina;81 kW (110 CV)
NL;volkswagen;tiguan;31950.0;64197;Automatico;abr-21;Gasolina;110 kW (150 CV)
I;peugeot;3008;23900.0;error;Automatico;feb-23;Gasolina;96 kW (131 CV)
NL;hyundai;i10;20900.0;15;Manual;ago-24;Gasolina;46 kW (63 CV)
D;audi;q7;87980.0;9250;Automatico;may-23;Diesel;210 kW (286 CV)
NL;ford;fiesta;5650.0;73391;Manual;ago-10;Gasolina;44 kW (60 CV)
B;citroen;berlingo;15990.0;68000;Manual;oct-22;Diesel;75 kW (102 CV)
B;opel;adam;13900.0;89000;Manual;may-18;Gasolina;110 kW (150 CV)
E;renault;clio;18700.0;10;Manual;sep-24;Gasolina;67 kW (91 CV)
E;mercedes-benz;g 63 amg;440000.0;85;Automatico;ene-24;Gasolina;430 kW (585 CV)
D;maxus;mifa 9;69890.0;106;Automatico;0;Electrico;180 kW (245 CV)
I;evo;6;31900.0;0;Automatico;0;Gas licuado (GLP);130 kW (177 CV)
B;mercedes-benz;cla 200;;175000;Automatico;ago-18;Diesel;100 kW (136 CV)
B;mercedes-benz;sl 63 amg;44950.0;139308;Automatico;jun-09;Gasolina;386 kW (525 CV)
F;mercedes-benz;b 200;35900.0;7000;Automatico;ago-22;Gasolina;122 kW (166 CV)
I;kia;stonic;13900.0;69000;Manual;feb-20;Gas licuado (GLP);71 kW (97 CV)
D;jaguar;xe;7490.0;169000;Automatico;ene-18;Diesel;132 kW (179 CV)
F;citroen;c3;11499.0;46123;Manual;sep-20;Gasolina;62 kW (84 CV)
I;bmw;z3;14500.0;220000;Manual;feb-97;Gasolina;103 kW (140 CV)
NL;peugeot;206;1295.0;254000;Manual;ene-02;Gasolina;100 kW (136 CV)
E;land rover;range rover sport;99000.0;25000;Automatico;nov-23;Electrico;324 kW (441 CV)
NL;seat;leon;10440.0;139659;Manual;ago-13;Gasolina;90 kW (122 CV)
F;bmw;520;42990.0;49149;Automatico;may-22;Otros;142 kW (193 CV)
B;honda;cr-v;39990.0;6325;Automatico;ago-24;Electro/Gasolina;135 kW (184 CV)
NL;mercedes-benz;cl 600;14950.0;110477;Automatico;jul-00;Gasolina;270 kW (367 CV)
D;renault;clio;;;Automatico;feb-03;Gasolina;72 kW (98 CV)
D;dacia;duster;13479.0;;Manual;jun-21;Gasolina;67 kW (91 CV)
B;bmw;z4;20000.0;106000;Manual;ene-11;Gasolina;150 kW (204 CV)
I;bmw;x2;19990.0;99000;Manual;jun-18;Diesel;110 kW (150 CV)
D;seat;ibiza;8790.0;79116;Manual;jul-15;Gasolina;66 kW (90 CV)
A;byd;seal u;45990.0;500;Automatico;nov-24;Gasolina;238 kW (324 CV)
D;mercedes-benz;vito;27370.0;112100;Automatico;jun-19;Diesel;120 kW (163 CV)
NL;citroen;ds3;8750.0;165358;Manual;mar-11;Gasolina;152 kW (207 CV)
NL;suzuki;swift;21950.0;1683;Automatico;jun-23;Gasolina;61 kW (83 CV)
I;mercedes-benz;clk 200;2500.0;189000;Automatico;dic-01;Gasolina;120 kW (163 CV)
NL;volvo;c30;7588.0;219543;Automatico;jun-08;Gasolina;162 kW (220 CV)
I;ford;kuga;15500.0;114000;Semiautomatico;mar-18;Diesel;110 kW (150 CV)
D;honda;civic;7800.0;85707;Manual;dic-14;Gasolina;73 kW (99 CV)
I;opel;mokka x;10990.0;102591;Manual;dic-17;Gasolina;85 kW (116 CV)
E;renault;megane;19800.0;110000;Manual;jul-11;Gasolina;195 kW (265 CV)
A;volkswagen;tiguan;8300.0;;Manual;sep-11;Gasolina;90 kW (122 CV)
F;citroen;c5 aircross;20990.0;79438;Automatico;may-21;Gasolina;96 kW (131 CV)
D;land rover;freelander;8699.0;187000;Manual;oct-10;Diesel;110 kW (150 CV)
I;jeep;renegade;27450.0;2680;Semiautomatico;feb-24;Electro/Gasolina;96 kW (131 CV)
D;nissan;juke;9399.0;113000;Manual;jun-15;Gasolina;85 kW (116 CV)
D;mini;cooper se;19411.0;31500;Manual;ago-20;Electrico;135 kW (184 CV)
D;cupra;leon;29890.0;31707;Automatico;ago-21;Gasolina;221 kW (300 CV)
B;mercedes-benz;vito;;135155;Manual;ago-20;Diesel;84 kW (114 CV)
NL;land rover;range rover;172800.0;9500;Automatico;ene-24;Electro/Gasolina;375 kW (510 CV)
D;jeep;wrangler;72900.0;150;Automatico;ene-23;Electro/Gasolina;200 kW (272 CV)
I;seat;ateca;35500.0;11000;Automatico;jul-22;Diesel;110 kW (150 CV)
NL;audi;a6;50990.0;74000;Automatico;dic-20;Electro/Gasolina;270 kW (367 CV)
I;dacia;sandero;7800.0;64000;Manual;ago-15;Gasolina;66 kW (90 CV)
D;smart;fortwo;2222.0;140000;Automatico;ene-06;Gasolina;45 kW (61 CV)
B;land rover;range rover velar;86500.0;;Automatico;ene-24;Electro/Gasolina;297 kW (404 CV)
E;lexus;nx 450h+;35900.0;74633;Automatico;jul-20;Electrico;145 kW (197 CV)
D;skoda;octavia;24980.0;109000;Automatico;oct-19;Gasolina;180 kW (245 CV)
I;land rover;range rover velar;38900.0;106789;Automatico;may-20;Diesel;221 kW (300 CV)
NL;saab;09-mar;10995.0;165385;Manual;mar-11;Gasolina;129 kW (175 CV)
I;renault;captur;10600.0;92000;Manual;oct-15;Diesel;81 kW (110 CV)
I;ford;transit bus;38000.0;;Manual;ene-22;Diesel;95 kW (129 CV)
I;peugeot;2008;20690.0;5853;Manual;jun-24;Gasolina;75 kW (102 CV)
I;porsche;taycan;170732.0;1;Automatico;0;Electrico;360 kW (489 CV)
E;renault;austral;32800.0;0;Automatico;0;Gasolina;116 kW (158 CV)
I;volkswagen;golf;3000.0;280200;0 Transmision;ago-10;Diesel;77 kW (105 CV)
F;peugeot;308;8500.0;162900;Manual;abr-15;Diesel;89 kW (121 CV)
E;seat;leon;10900.0;131914;Manual;feb-18;Diesel;85 kW (116 CV)
F;ds automobiles;ds 7;39990.0;34661;Automatico;jun-23;Otros;134 kW (182 CV)
NL;volkswagen;t-roc;32999.0;5918;Automatico;mar-24;Gasolina;110 kW (150 CV)
I;bmw;z3;11500.0;;Manual;ago-96;Gasolina;87 kW (118 CV)
E;land rover;discovery sport;16990.0;120000;Manual;dic-16;Diesel;132 kW (179 CV)
D;renault;espace;38688.0;17269;Automatico;jul-23;Electro/Gasolina;96 kW (131 CV)
F;chevrolet;corvette;29900.0;22500;Automatico;ene-82;Gasolina;162 kW (220 CV)
D;ssangyong;tivoli;12990.0;93540;Manual;mar-17;Gasolina;94 kW (128 CV)
A;ferrari;;1199900.0;245;Semiautomatico;feb-24;Gasolina;533 kW (725 CV)
I;smart;fortwo;3000.0;116000;Semiautomatico;jun-03;Gasolina;45 kW (61 CV)
NL;opel;astra;;275000;Manual;ago-01;Gasolina;140 kW (190 CV)
I;nissan;qashqai;9400.0;135165;Manual;ene-15;Gasolina;85 kW (116 CV)
D;fiat;panda;11777.0;15218;Manual;feb-23;Gasolina;51 kW (69 CV)
I;mazda;mx-30;19900.0;16000;Automatico;oct-20;Electrico;107 kW (145 CV)
NL;renault;twingo;2495.0;183230;Manual;may-11;Gasolina;55 kW (75 CV)
I;volvo;c40;50000.0;0;Automatico;0;Electrico;128 kW (174 CV)
E;land rover;range rover;;125300;Manual;oct-10;Diesel;90 kW (122 CV)
F;kia;sportage;42599.0;9000;Automatico;jul-24;Otros;119 kW (162 CV)
E;mercedes-benz;a 180;13390.0;131000;Manual;jul-13;Diesel;80 kW (109 CV)
NL;infiniti;;10990.0;262558;Automatico;oct-09;Gasolina;235 kW (320 CV)
F;bmw;118;34900.0;21300;Automatico;ago-23;Diesel;112 kW (152 CV)
F;citroen;grand c4 picasso;12999.0;119264;Automatico;may-16;Diesel;110 kW (150 CV)
I;corvette;c3;39000.0;60730;Manual;oct-79;Gasolina;190 kW (258 CV)
I;abarth;695;31900.0;10;Manual;ago-24;Gasolina;132 kW (179 CV)
I;citroen;c3;5000.0;197000;Manual;abr-11;Gasolina;44 kW (60 CV)
F;peugeot;2008;8790.0;85500;Manual;ene-17;Gasolina;0 kW (0 CV)
A;opel;grandland x;17990.0;26500;Automatico;jun-20;Electro/Gasolina;133 kW (181 CV)
I;opel;insignia;17200.0;26800;Manual;jun-18;Diesel;125 kW (170 CV)
D;porsche;964;274890.0;22500;Manual;ago-93;Gasolina;191 kW (260 CV)
NL;hyundai;kona;15730.0;71129;Manual;oct-18;Gasolina;88 kW (120 CV)
I;toyota;yaris;5900.0;;Automatico;mar-08;Gasolina;64 kW (87 CV)
B;volkswagen;golf gtd;15990.0;error;Manual;mar-16;Diesel;135 kW (184 CV)
D;citroen;grand c4 picasso;7900.0;118000;Manual;may-14;Diesel;85 kW (116 CV)
