Pais;Marca;Modelo;Precio;Kilometros;Automatico/Manual;Fabricacion;Combustible;Potencia
I;citroen;c-elysee;8500.0;151000;Manual;sep-17;Diesel;73 kW (99 CV)
E;volkswagen;golf;7350.0;192000;Automatico;may-12;Gasolina;90 kW (122 CV)
D;skoda;fabia;;20;Manual;abr-24;Gasolina;81 kW (110 CV)
I;bmw;x3;13500.0;186000;Automatico;feb-11;Diesel;135 kW (184 CV)
NL;ford;focus;2450.0;287883;Manual;mar-10;Gasolina;92 kW (125 CV)
NL;toyota;verso-s;11345.0;117197;Automatico;ago-13;Gasolina;73 kW (99 CV)
D;porsche;cayman;85500.0;56900;Manual;jul-15;Gasolina;283 kW (385 CV)
B;land rover;range rover sport;33250.0;183000;Automatico;jul-19;Diesel;183 kW (249 CV)
I;jeep;avenger;24900.0;14;Manual;oct-24;Gasolina;74 kW (101 CV)
A;ford;focus;25807.0;100;Automatico;sep-24;Electro/Gasolina;92 kW (125 CV)
I;lancia;delta;;210000;Manual;sep-09;Gasolina;88 kW (120 CV)
L;mini;cooper;20990.0;;Manual;may-21;Gasolina;100 kW (136 CV)
NL;dacia;jogger;31485.0;115;Automatico;ene-24;Electro/Gasolina;0 kW (0 CV)
NL;opel;antara;9666.0;129588;Manual;jun-12;Gasolina;124 kW (169 CV)
E;bmw;x3;38900.0;60000;Automatico;ene-22;Diesel;140 kW (190 CV)
A;volkswagen;id.3;24987.0;59900;Automatico;may-22;Electrico;107 kW (145 CV)
F;mini;;17750.0;74221;Automatico;jul-19;Gasolina;100 kW (136 CV)
I;land rover;range rover;146850.0;39000;Automatico;feb-23;Gasolina;390 kW (530 CV)
D;ford;focus;;180000;Automatico;jun-16;Gasolina;110 kW (150 CV)
NL;skoda;scala;23949.0;52090;Automatico;jul-23;Gasolina;81 kW (110 CV)
A;bmw;x6;18000.0;300000;Automatico;abr-12;Diesel;180 kW (245 CV)
D;toyota;verso;13499.0;86500;Manual;jun-16;Gasolina;97 kW (132 CV)
F;jeep;wrangler;122000.0;60;Automatico;ago-23;Gasolina;0 kW (0 CV)
F;mercedes-benz;cl;52799.0;7836;Automatico;mar-24;Electro/Gasolina;0 kW (0 CV)
NL;mazda;cx-5;;1;Automatico;ene-24;Gasolina;121 kW (165 CV)
NL;opel;corsa;14950.0;35482;Manual;jun-21;Gasolina;55 kW (75 CV)
A;kia;xceed;;55300;Automatico;mar-21;Electro/Diesel;100 kW (136 CV)
D;mini;one;18520.0;27071;Automatico;may-21;Gasolina;75 kW (102 CV)
D;volkswagen;golf cabriolet;6999.0;157800;Manual;ago-14;Diesel;77 kW (105 CV)
I;seat;leon;15500.0;46000;Manual;nov-22;Gasolina;66 kW (90 CV)
NL;opel;meriva;6650.0;84531;Manual;may-12;Gasolina;88 kW (120 CV)
NL;honda;hr-v;34500.0;11600;Automatico;ene-24;Gasolina;79 kW (107 CV)
I;volkswagen;tiguan;9999.0;185000;Manual;jun-14;Diesel;81 kW (110 CV)
I;land rover;range rover evoque;15000.0;160000;Manual;jul-15;Diesel;110 kW (150 CV)
D;bmw;428;19999.0;112399;Automatico;oct-14;Gasolina;180 kW (245 CV)
A;bmw;x1;11099.0;;Automatico;ene-13;Diesel;135 kW (184 CV)
F;audi;a5;25450.0;113230;Semiautomatico;jun-17;Electro/Gasolina;0 kW (0 CV)
D;peugeot;208;4650.0;127536;Manual;abr-14;Gasolina;60 kW (82 CV)
D;fiat;doblo;26147.0;error;Manual;0;Diesel;74 kW (101 CV)
B;audi;a6;13000.0;200710;Semiautomatico;may-11;Diesel;150 kW (204 CV)
D;mini;cooper cabrio;13900.0;67000;Manual;may-15;Gasolina;90 kW (122 CV)
E;kia;sportage;11500.0;165000;Manual;ago-13;Diesel;100 kW (136 CV)
NL;seat;leon;8444.0;181380;Manual;dic-15;Gasolina;85 kW (116 CV)
D;mercedes-benz;ce 300;26000.0;112000;Manual;abr-91;Gasolina;162 kW (220 CV)
D;piaggio;porter;29850.0;10;Manual;0;Gas licuado (GLP);78 kW (106 CV)
D;porsche;993;74900.0;69000;Manual;abr-94;Gasolina;200 kW (272 CV)
A;dacia;logan;20898.0;15;Manual;jul-24;Gasolina;67 kW (91 CV)
D;hyundai;i10;13990.0;29931;Manual;ene-21;Gasolina;49 kW (67 CV)
I;kia;venga;5850.0;181969;Manual;sep-11;Diesel;66 kW (90 CV)
B;opel;cascada;18000.0;69000;Manual;nov-16;Diesel;125 kW (170 CV)
NL;hyundai;ioniq;16989.0;98099;Automatico;oct-17;Electrico;0 kW (0 CV)
I;volkswagen;touran;6900.0;267000;Automatico;nov-11;Diesel;103 kW (140 CV)
I;audi;q8;81000.0;14801;Automatico;jun-23;Electro/Diesel;210 kW (286 CV)
I;alfa romeo;giulietta;10800.0;59000;Manual;abr-13;Gas licuado (GLP);88 kW (120 CV)
D;renault;megane;11980.0;42265;Manual;jun-17;Gasolina;97 kW (132 CV)
D;dodge;ram;11290.0;283200;Automatico;jul-03;Gasolina;254 kW (345 CV)
I;citroen;nemo;3800.0;245000;Manual;nov-17;Diesel;55 kW (75 CV)
I;volkswagen;golf;6350.0;126000;Manual;jun-11;Gasolina;77 kW (105 CV)
B;hyundai;kona;;10700;Manual;mar-24;Diesel;77 kW (105 CV)
E;ford;mondeo;1350.0;264000;Manual;jul-03;Gasolina;92 kW (125 CV)
D;volvo;v60;23900.0;149950;Automatico;mar-20;Electro/Gasolina;288 kW (392 CV)
F;mercedes-benz;a 250;33950.0;7789;Automatico;dic-23;Electro/Gasolina;120 kW (163 CV)
I;peugeot;207;4200.0;180000;Manual;ago-09;Gasolina;88 kW (120 CV)
F;fiat;500e;;21685;Automatico;jun-21;Electrico;88 kW (120 CV)
NL;citroen;c3;7950.0;104870;Manual;feb-13;Gasolina;60 kW (82 CV)
F;peugeot;508;12990.0;145000;Automatico;jul-17;Diesel;133 kW (181 CV)
D;peugeot;208;6999.0;88000;Manual;sep-15;Gasolina;60 kW (82 CV)
B;opel;grandland x;15490.0;88000;Automatico;feb-20;Gasolina;96 kW (131 CV)
E;porsche;boxster;95700.0;7200;Automatico;mar-23;Gasolina;257 kW (349 CV)
D;volkswagen;kafer;12990.0;14710;Manual;mar-85;Gasolina;25 kW (34 CV)
NL;audi;a7;14000.0;225383;Automatico;nov-11;Diesel;180 kW (245 CV)
B;fiat;500;7200.0;126000;Manual;dic-12;Diesel;70 kW (95 CV)
NL;nissan;juke;16950.0;55294;Automatico;feb-18;Gasolina;86 kW (117 CV)
A;cupra;formentor;27490.0;29200;Manual;abr-22;Gasolina;110 kW (150 CV)
E;seat;ibiza;2800.0;300000;Manual;ene-13;Diesel;66 kW (90 CV)
F;peugeot;2008;6900.0;93000;Manual;jul-14;Gasolina;60 kW (82 CV)
NL;fiat;500;8000.0;125000;Manual;dic-13;Gasolina;63 kW (86 CV)
B;citroen;grand c4 picasso;5990.0;139481;Automatico;jul-11;Diesel;82 kW (111 CV)
I;mercedes-benz;e 250;11000.0;209500;Manual;jun-11;Diesel;150 kW (204 CV)
I;mini;cooper s countryman;12000.0;117860;Automatico;abr-11;Gasolina;135 kW (184 CV)
F;fiat;ducato;20990.0;62495;Manual;feb-21;Diesel;90 kW (122 CV)
D;jeep;grand cherokee;32850.0;83990;Automatico;nov-18;Diesel;184 kW (250 CV)
E;ford;;30000.0;110000;Automatico;jun-95;Gasolina;157 kW (213 CV)
NL;land rover;range rover sport;37750.0;132610;Automatico;nov-14;Diesel;250 kW (340 CV)
I;land rover;range rover sport;151050.0;0;Automatico;0;Electro/Gasolina;404 kW (549 CV)
F;bmw;x1;18900.0;101253;Manual;mar-18;Diesel;87 kW (118 CV)
E;volvo;xc60;38790.0;22933;0 Transmision;oct-23;Diesel;145 kW (197 CV)
F;peugeot;207;4990.0;;Manual;abr-08;Gasolina;88 kW (120 CV)
I;bmw;x2;51950.0;8900;Automatico;sep-24;Diesel;110 kW (150 CV)
D;kia;sportage;16490.0;51716;Manual;nov-18;Gasolina;97 kW (132 CV)
I;land rover;range rover evoque;14990.0;;Automatico;dic-15;Diesel;110 kW (150 CV)
I;mini;cooper d countryman;8990.0;;Automatico;feb-14;Diesel;82 kW (111 CV)
I;fiat;panda;6300.0;120000;Manual;jul-05;Gasolina;44 kW (60 CV)
D;aston martin;db11;117941.0;50000;Automatico;abr-19;Gasolina;375 kW (510 CV)
A;mercedes-benz;c 180;7999.0;228300;Manual;jun-17;Diesel;85 kW (116 CV)
B;mercedes-benz;slk 200;;59000;Automatico;jun-12;Gasolina;135 kW (184 CV)
F;citroen;berlingo;5990.0;217751;Manual;abr-15;Diesel;56 kW (76 CV)
NL;kia;sportage;18540.0;63739;Manual;ago-17;Gasolina;97 kW (132 CV)
B;opel;corsa;1500.0;268900;Manual;ene-08;Diesel;66 kW (90 CV)
I;cupra;formentor;32500.0;10;Manual;oct-23;Gasolina;110 kW (150 CV)
I;porsche;macan;54900.0;81869;Automatico;feb-20;Gasolina;260 kW (354 CV)
I;toyota;yaris;;104000;Manual;ago-06;Gasolina;64 kW (87 CV)
D;toyota;proace;20970.0;9870;Manual;ago-21;Diesel;75 kW (102 CV)
I;ferrari;360;79000.0;;Manual;sep-00;Gasolina;294 kW (400 CV)
E;opel;grandland x;12970.0;126565;Manual;sep-19;Diesel;96 kW (131 CV)
NL;opel;astra;37900.0;11493;Automatico;ago-24;Electro/Gasolina;0 kW (0 CV)
B;porsche;macan;52990.0;51278;Automatico;oct-21;Gasolina;180 kW (245 CV)
E;porsche;boxster;30900.0;163000;Manual;ene-07;Gasolina;217 kW (295 CV)
E;volkswagen;taigo;16990.0;22300;Manual;sep-22;Gasolina;81 kW (110 CV)
A;mercedes-benz;gle 350;79850.0;49000;Automatico;jul-23;Electro/Gasolina;155 kW (211 CV)
I;nissan;x-trail;12900.0;172816;Manual;jul-15;Diesel;96 kW (131 CV)
I;dacia;duster;3950.0;185000;Manual;ene-12;Gas licuado (GLP);77 kW (105 CV)
D;mazda;3;16990.0;63780;Manual;oct-21;Gasolina;90 kW (122 CV)
D;peugeot;2008;5999.0;116631;Automatico;may-17;Gasolina;81 kW (110 CV)
I;lancia;fulvia;6900.0;62600;Manual;jul-72;Gasolina;63 kW (86 CV)
E;mercedes-benz;e 220;3100.0;186000;Manual;jun-07;Diesel;125 kW (170 CV)
E;mercedes-benz;e 220;15900.0;139000;Automatico;sep-11;Diesel;125 kW (170 CV)
E;honda;hr-v;18500.0;46080;Automatico;abr-16;Gasolina;96 kW (131 CV)
B;skoda;fabia;3700.0;124000;Manual;dic-11;Diesel;55 kW (75 CV)
I;peugeot;206;1000.0;304000;Manual;oct-05;Diesel;50 kW (68 CV)
NL;skoda;octavia;16490.0;110674;Manual;ene-21;Gasolina;81 kW (110 CV)
D;mercedes-benz;cla 200;41097.0;10;Automatico;oct-24;Gasolina;130 kW (177 CV)
NL;opel;crossland;26995.0;1;Manual;jul-24;Gasolina;81 kW (110 CV)
NL;opel;zafira;6950.0;246580;Manual;may-06;Gasolina;177 kW (241 CV)
NL;volkswagen;polo;15900.0;89958;Manual;mar-19;Gasolina;70 kW (95 CV)
E;nissan;qashqai;13999.0;179000;Manual;jun-15;Diesel;81 kW (110 CV)
E;audi;a4 allroad;32990.0;63800;Automatico;nov-19;Diesel;140 kW (190 CV)
B;volvo;c40;59950.0;7253;Automatico;nov-21;Electrico;300 kW (408 CV)
D;hyundai;i30;5400.0;142000;Manual;may-10;Diesel;85 kW (116 CV)
A;skoda;octavia;10999.0;215000;Manual;jun-15;Diesel;135 kW (184 CV)
I;volvo;v60;6900.0;136000;Manual;ago-12;Diesel;84 kW (114 CV)
D;toyota;proace;18950.0;73100;Manual;jun-19;Diesel;85 kW (116 CV)
I;nissan;x-trail;14000.0;130000;Automatico;nov-16;Diesel;96 kW (131 CV)
D;renault;alpine a110;58888.0;1100;Automatico;feb-23;Gasolina;185 kW (252 CV)
A;opel;movano;19990.0;107000;Manual;jun-16;Diesel;120 kW (163 CV)
D;land rover;range rover velar;48980.0;45384;Automatico;jun-22;Gasolina;184 kW (250 CV)
NL;land rover;range rover sport;38900.0;146151;Automatico;mar-17;Diesel;190 kW (258 CV)
NL;skoda;octavia;2999.0;320750;Manual;sep-11;Gasolina;77 kW (105 CV)
D;maserati;quattroporte;89500.0;38500;Automatico;jul-19;Gasolina;316 kW (430 CV)
NL;cupra;leon;29950.0;error;Automatico;jun-23;Electro/Gasolina;150 kW (204 CV)
I;volkswagen;new beetle;2800.0;250000;Manual;dic-00;Diesel;66 kW (90 CV)
NL;land rover;range rover evoque;55450.0;23963;Automatico;jun-23;Electro/Gasolina;227 kW (309 CV)
I;honda;hr-v;13900.0;120000;Manual;mar-18;Diesel;88 kW (120 CV)
D;porsche;panamera;74990.0;99850;Automatico;dic-17;Diesel;310 kW (421 CV)
F;kia;stonic;13990.0;47500;Manual;mar-19;Gasolina;89 kW (121 CV)
F;jeep;renegade;16990.0;52301;Manual;abr-17;Gasolina;81 kW (110 CV)
NL;hyundai;i10;2950.0;197945;Manual;may-11;Gasolina;51 kW (69 CV)
A;volkswagen;t-cross;33955.0;;Automatico;oct-24;Gasolina;110 kW (150 CV)
NL;opel;karl;;;Manual;dic-17;Gasolina;55 kW (75 CV)
B;peugeot;partner;13900.0;31378;Manual;jul-20;Gasolina;81 kW (110 CV)
E;nissan;juke;;error;Automatico;0;Electro/Gasolina;105 kW (143 CV)
A;audi;a3;34990.0;28000;Automatico;mar-22;Diesel;85 kW (116 CV)
I;jaguar;xk8;31500.0;67000;Automatico;nov-04;Gasolina;219 kW (298 CV)
D;ford;b-max;4750.0;149000;Manual;abr-14;Gasolina;74 kW (101 CV)
A;hyundai;i20;10990.0;52310;Manual;dic-20;Gasolina;55 kW (75 CV)
NL;kia;rio;16449.0;41314;Automatico;jun-20;Gasolina;88 kW (120 CV)
I;volkswagen;touareg;6500.0;193000;Semiautomatico;sep-06;Diesel;128 kW (174 CV)
D;audi;coupe;9990.0;111890;Automatico;may-91;Gasolina;123 kW (167 CV)
F;skoda;octavia;26490.0;60500;Automatico;feb-19;Gasolina;180 kW (245 CV)
B;audi;a3;12499.0;98374;Manual;mar-15;Gasolina;81 kW (110 CV)
D;volkswagen;passat variant;1970.0;;Manual;jun-02;Gasolina;75 kW (102 CV)
D;mitsubishi;colt;2999.0;183382;Manual;nov-07;Gasolina;70 kW (95 CV)
A;seat;tarraco;28990.0;87194;Automatico;oct-19;Diesel;110 kW (150 CV)
F;audi;sq5;88792.0;error;Automatico;0;Otros;251 kW (341 CV)
B;ford;tourneo custom;34999.0;75711;Automatico;dic-19;Diesel;136 kW (185 CV)
I;lamborghini;urus;235000.0;27000;Automatico;jul-19;Gasolina;478 kW (650 CV)
D;mercedes-benz;g 230;69890.0;65500;Automatico;mar-85;Gasolina;92 kW (125 CV)
NL;mini;john cooper works countryman;33450.0;67085;Automatico;jun-20;Electro/Gasolina;165 kW (224 CV)
B;volkswagen;golf r;18000.0;193000;Automatico;dic-14;Gasolina;221 kW (300 CV)
D;volkswagen;polo;380.0;179000;Manual;oct-99;Gasolina;44 kW (60 CV)
I;ford;kuga;12500.0;81000;Manual;mar-17;Gasolina;88 kW (120 CV)
NL;skoda;rapid/spaceback;9895.0;50760;Manual;ene-15;Gasolina;63 kW (86 CV)
I;ford;puma;18900.0;45000;Semiautomatico;ene-23;Electro/Gasolina;92 kW (125 CV)
E;ford;ka/ka+;5900.0;105027;Manual;sep-14;Gasolina;51 kW (69 CV)
I;opel;crossland x;11900.0;;Manual;ene-18;Gas licuado (GLP);60 kW (82 CV)
D;audi;a4;8000.0;;Automatico;may-13;Diesel;105 kW (143 CV)
A;audi;a3;30940.0;43500;Automatico;mar-21;Diesel;110 kW (150 CV)
D;audi;100;11800.0;123105;Manual;jun-86;Gasolina;66 kW (90 CV)
F;bmw;128;40900.0;20500;Automatico;jun-23;Gasolina;197 kW (268 CV)
A;ford;c-max;15000.0;34833;Manual;mar-19;Diesel;70 kW (95 CV)
B;lexus;es 300;35490.0;56809;Automatico;sep-19;Electro/Gasolina;131 kW (178 CV)
E;kia;xceed;28300.0;9480;Automatico;abr-23;Electrico;104 kW (141 CV)
B;hyundai;i10;17990.0;0;Manual;0;Gasolina;46 kW (63 CV)
D;opel;insignia;5700.0;119000;Manual;ene-10;Gasolina;103 kW (140 CV)
F;ds automobiles;ds 3;15980.0;94700;Manual;jun-19;Diesel;0 kW (0 CV)
I;renault;captur;9500.0;175000;Manual;ago-14;Diesel;66 kW (90 CV)
E;opel;insignia;;209000;Automatico;sep-11;Diesel;96 kW (131 CV)
NL;peugeot;3008;17745.0;139827;Automatico;oct-19;Gasolina;96 kW (131 CV)
I;mini;cooper d countryman;10900.0;124500;Automatico;jul-16;Diesel;82 kW (111 CV)
I;volvo;xc60;44650.0;76000;Automatico;ago-22;Electro/Diesel;145 kW (197 CV)
A;audi;rs e-tron gt;189990.0;50;Automatico;0;Electrico;680 kW (925 CV)
F;opel;grandland x;19990.0;133854;Automatico;mar-21;Electro/Gasolina;133 kW (181 CV)
E;volkswagen;tiguan;18600.0;;Manual;may-16;Diesel;110 kW (150 CV)
D;skoda;rapid/spaceback;13990.0;39896;Manual;may-18;Gasolina;81 kW (110 CV)
I;lexus;nx 300h;28350.0;error;Automatico;jun-21;Electro/Gasolina;114 kW (155 CV)
B;audi;tt;41000.0;21006;Automatico;mar-23;Gasolina;145 kW (197 CV)
D;suzuki;grand vitara;5399.0;129950;Manual;sep-04;Gasolina;135 kW (184 CV)
B;mercedes-benz;slk 200;10900.0;;Manual;may-00;Gasolina;120 kW (163 CV)
D;nissan;micra;9350.0;51700;Automatico;oct-15;Gasolina;59 kW (80 CV)
I;honda;zr-v;33400.0;4800;Automatico;jul-23;Electro/Gasolina;135 kW (184 CV)
B;smart;fortwo;6500.0;90000;Manual;feb-15;Gasolina;52 kW (71 CV)
D;audi;a6 allroad;71880.0;11866;Automatico;feb-24;Diesel;210 kW (286 CV)
NL;nissan;x-trail;42940.0;4568;Automatico;mar-24;Electro/Gasolina;118 kW (160 CV)
E;land rover;range rover velar;74900.0;39000;Automatico;jul-20;Gasolina;405 kW (551 CV)
D;skoda;superb;6100.0;248523;Automatico;sep-12;Diesel;125 kW (170 CV)
I;renault;rafale;43350.0;0;Manual;0;Otros;147 kW (200 CV)
D;volkswagen;corrado;14900.0;241559;Manual;may-91;Gasolina;168 kW (228 CV)
I;daf;;20000.0;860000;0 Transmision;mar-17;Diesel;338 kW (460 CV)
D;opel;meriva;1950.0;190000;Automatico;oct-03;Gasolina;92 kW (125 CV)
D;renault;laguna;2597.0;291300;Manual;sep-08;Gasolina;103 kW (140 CV)
D;porsche;992;238500.0;955;Automatico;nov-22;Gasolina;478 kW (650 CV)
A;renault;scenic;;87300;Manual;jul-19;Diesel;88 kW (120 CV)
D;mini;cooper se;36950.0;0;Automatico;0;Electrico;160 kW (218 CV)
D;volkswagen;t-roc;25480.0;6453;Manual;ago-23;Gasolina;81 kW (110 CV)
B;audi;r8;159950.0;8100;Automatico;abr-20;Gasolina;456 kW (620 CV)
I;audi;a4;16500.0;140000;Automatico;sep-19;Diesel;110 kW (150 CV)
I;porsche;911;100000.0;90000;Automatico;feb-21;Gasolina;283 kW (385 CV)
D;audi;tt;9000.0;196000;Automatico;sep-07;Gasolina;147 kW (200 CV)
D;mercedes-benz;e 320;1999.0;408000;Automatico;dic-04;Diesel;150 kW (204 CV)
E;hyundai;ix35;8999.0;181042;Manual;feb-15;Gasolina;99 kW (135 CV)
D;volkswagen;crafter;56980.0;50;Automatico;oct-23;Diesel;130 kW (177 CV)
NL;renault;megane;4250.0;185000;0 Transmision;abr-10;Gasolina;103 kW (140 CV)
B;opel;grandland x;23950.0;17139;Automatico;may-21;Gasolina;96 kW (131 CV)
D;opel;tigra;1499.0;187000;Manual;jul-09;Gasolina;66 kW (90 CV)
D;suzuki;swift;9800.0;53491;Manual;may-18;Gasolina;66 kW (90 CV)
I;toyota;proace;26500.0;95000;Manual;oct-19;Diesel;88 kW (120 CV)
E;skoda;kamiq;27450.0;1;Automatico;sep-24;Gasolina;110 kW (150 CV)
B;opel;insignia;9900.0;158628;Manual;nov-16;Diesel;100 kW (136 CV)
A;volkswagen;golf variant;1800.0;339000;Manual;jul-04;Diesel;74 kW (101 CV)
D;suzuki;swift;20490.0;230;Manual;abr-24;Gasolina;61 kW (83 CV)
I;ssangyong;tivoli;15900.0;20000;Manual;jun-21;Diesel;100 kW (136 CV)
D;citroen;c1;3700.0;121000;Manual;sep-10;Gasolina;50 kW (68 CV)
I;mercedes-benz;b 200;40900.0;1;Automatico;abr-24;Diesel;110 kW (150 CV)
B;citroen;xm;7500.0;300000;Manual;oct-94;Gasolina;97 kW (132 CV)
F;land rover;range rover evoque;19900.0;78000;Automatico;nov-15;Diesel;110 kW (150 CV)
NL;mercedes-benz;gla 180;18950.0;99921;Automatico;feb-16;Gasolina;90 kW (122 CV)
I;smart;fortwo;;error;Automatico;oct-07;Gasolina;52 kW (71 CV)
NL;mercedes-benz;g 63 amg;378000.0;29;Automatico;0;Gasolina;588 kW (799 CV)
B;seat;ibiza;21490.0;12377;Automatico;dic-23;Gasolina;81 kW (110 CV)
A;land rover;range rover sport;51999.0;79000;Automatico;feb-19;Electro/Gasolina;221 kW (300 CV)
B;skoda;octavia;;97000;Manual;ago-19;Diesel;85 kW (116 CV)
B;volkswagen;golf;5999.0;125000;Manual;jul-81;Gasolina;37 kW (50 CV)
B;alpina;d3;38000.0;128000;Automatico;jun-16;Diesel;257 kW (349 CV)
I;porsche;996;;190000;Automatico;jul-01;Gasolina;309 kW (420 CV)
D;cupra;leon;29890.0;10;Automatico;0;Gasolina;110 kW (150 CV)
NL;alfa romeo;giulietta;13900.0;128225;Automatico;ago-15;Gasolina;125 kW (170 CV)
D;skoda;octavia;2500.0;334618;Manual;nov-11;Diesel;77 kW (105 CV)
I;iveco;daily;23000.0;298000;Manual;mar-18;Diesel;110 kW (150 CV)
B;porsche;cayenne;33199.0;104000;Automatico;ago-15;Electro/Gasolina;245 kW (333 CV)
A;volkswagen;passat variant;;79999;Automatico;jun-22;Diesel;110 kW (150 CV)
NL;toyota;rav 4;17950.0;116204;Automatico;sep-13;Gasolina;112 kW (152 CV)
D;jeep;renegade;13450.0;81000;Manual;abr-22;Gasolina;88 kW (120 CV)
I;abarth;124 spider;35900.0;11086;Manual;oct-16;Gasolina;125 kW (170 CV)
NL;fiat;fiorino;3000.0;170000;Manual;feb-09;Gasolina;54 kW (73 CV)
E;hyundai;i20;16000.0;10692;Manual;jun-24;Gasolina;74 kW (101 CV)
D;kia;ceed / cee'd;15850.0;50000;Manual;mar-22;Gasolina;74 kW (101 CV)
I;mini;cooper countryman;13499.0;70781;Automatico;may-13;Gasolina;90 kW (122 CV)
A;ford;focus;30800.0;10;Automatico;ene-24;Diesel;85 kW (116 CV)
F;opel;grandland x;17790.0;94441;Manual;jul-18;Diesel;88 kW (120 CV)
B;citroen;c3;12000.0;43000;Manual;may-20;Diesel;75 kW (102 CV)
D;e.go;life 20;7990.0;5200;Automatico;ago-22;Electrico;29 kW (39 CV)
E;audi;q4 e-tron;62308.0;0;Automatico;0;Electrico;250 kW (340 CV)
I;mitsubishi;l200;19800.0;125000;Manual;feb-15;Diesel;131 kW (178 CV)
D;land rover;discovery;;278800;Automatico;sep-15;Diesel;155 kW (211 CV)
D;honda;civic;16790.0;46885;Automatico;ago-15;Gasolina;104 kW (141 CV)
A;ford;grand c-max;6990.0;195000;Manual;may-14;Diesel;85 kW (116 CV)
A;audi;a6;28500.0;119000;Automatico;abr-16;Diesel;235 kW (320 CV)
F;iveco;daily;28680.0;72400;Manual;oct-19;Diesel;110 kW (150 CV)
NL;mercedes-benz;b 180;17950.0;27320;Automatico;sep-16;Gasolina;90 kW (122 CV)
D;mazda;323;1000.0;118999;Automatico;jun-96;Gasolina;65 kW (88 CV)
NL;mercedes-benz;g 63 amg;209900.0;33452;Automatico;feb-22;Gasolina;430 kW (585 CV)
NL;citroen;c4 cactus;9945.0;131354;Manual;ago-18;Gasolina;82 kW (111 CV)
E;toyota;rav 4;22990.0;138985;Automatico;jul-20;Electro/Gasolina;160 kW (218 CV)
A;volvo;ex30;33790.0;10;Manual;0;Electrico;200 kW (272 CV)
E;porsche;991;135500.0;53300;Automatico;oct-17;Gasolina;331 kW (450 CV)
E;opel;astra;;108429;Manual;mar-16;Gasolina;92 kW (125 CV)
B;volvo;xc60;35750.0;97550;Automatico;ago-19;Gasolina;140 kW (190 CV)
D;kia;picanto;5990.0;83000;Manual;feb-16;Gasolina;49 kW (67 CV)
D;alfa romeo;stelvio;31990.0;82641;Automatico;dic-21;Diesel;140 kW (190 CV)
D;bmw;x1;14800.0;error;Automatico;dic-10;Gasolina;160 kW (218 CV)
I;suzuki;splash;6499.0;31500;Manual;sep-13;Gasolina;50 kW (68 CV)
D;mitsubishi;eclipse cross;24490.0;28327;Automatico;sep-22;Electro/Gasolina;72 kW (98 CV)
NL;bmw;118;18900.0;96222;Automatico;abr-19;Gasolina;100 kW (136 CV)
I;volkswagen;t4 california;22900.0;275000;Manual;ago-98;Diesel;75 kW (102 CV)
B;volvo;v90;52500.0;31593;Automatico;mar-23;Electro/Gasolina;186 kW (253 CV)
I;smart;fortwo;14100.0;27195;Automatico;mar-20;Electrico;60 kW (82 CV)
A;bmw;216;13790.0;161000;Automatico;may-20;Diesel;85 kW (116 CV)
B;mini;cooper countryman;20990.0;92530;Automatico;ago-19;Gasolina;100 kW (136 CV)
B;renault;captur;11999.0;57000;Automatico;ene-16;Gasolina;87 kW (118 CV)
NL;mini;cooper s cabrio;23950.0;57475;Automatico;feb-17;Gasolina;141 kW (192 CV)
NL;kia;venga;3750.0;156099;Manual;dic-09;Gasolina;66 kW (90 CV)
I;audi;rs6;141393.0;0;Semiautomatico;0;Electro/Gasolina;463 kW (630 CV)
I;suzuki;alto;4500.0;170000;Manual;nov-13;Gasolina;50 kW (68 CV)
NL;skoda;kodiaq;25700.0;117530;Manual;nov-19;Gasolina;110 kW (150 CV)
I;dacia;sandero;;1;Manual;oct-24;Gas licuado (GLP);74 kW (101 CV)
NL;fiat;500;3450.0;220500;Manual;nov-11;Gasolina;51 kW (69 CV)
I;peugeot;308;27000.0;13700;Automatico;feb-24;Gasolina;96 kW (131 CV)
E;volkswagen;t-cross;20190.0;15970;Manual;feb-24;Gasolina;70 kW (95 CV)
B;volkswagen;polo;5500.0;78422;Manual;ago-08;Gasolina;51 kW (69 CV)
I;land rover;defender;17500.0;286733;Manual;dic-91;Diesel;80 kW (109 CV)
I;cupra;born;37500.0;0;Automatico;0;Electrico;70 kW (95 CV)
D;citroen;berlingo;26990.0;17;Manual;jul-24;Gasolina;81 kW (110 CV)
D;citroen;c5 aircross;20990.0;2500;Manual;jun-24;Gasolina;96 kW (131 CV)
E;mercedes-benz;b 200;25400.0;95000;Automatico;sep-20;Diesel;110 kW (150 CV)
I;opel;grandland x;17700.0;43178;Manual;ago-20;Diesel;96 kW (131 CV)
D;fiat;tipo;10950.0;74971;Manual;oct-16;Gasolina;88 kW (120 CV)
E;toyota;rav 4;30500.0;43000;Automatico;ago-20;Electro/Gasolina;163 kW (222 CV)
I;peugeot;308;10500.0;67000;Manual;may-15;Diesel;82 kW (111 CV)
I;saab;09-mar;2950.0;150000;Manual;mar-09;Diesel;110 kW (150 CV)
I;opel;astra;6250.0;145000;Manual;may-12;Diesel;81 kW (110 CV)
I;ford;mondeo;3200.0;257000;Automatico;may-09;Diesel;103 kW (140 CV)
D;dfsk;fengon 7;37890.0;2394;Automatico;jul-24;Gasolina;162 kW (220 CV)
D;abarth;695;33790.0;5;Manual;jun-24;Gasolina;132 kW (179 CV)
